user,pred_ns,ground_truth_x,common_items,pred_no_ns,items_in_ns_not_in_noNs,items_in_noNs_not_in_ns,ns_higher_ranked,noNs_higher_ranked
759,"[1254, 120, 4335, 2444, 4414, 1250, 1383, 4363, 4062, 1970]","[118, 1419, 438]",[],"[125, 733, 292, 348, 1690, 307, 624, 899, 216, 2157, 682, 249, 731, 711, 121, 3500, 684, 2946, 308, 438]","[4414, 1250, 1254, 1383, 4363, 2444, 4335, 1970, 120, 4062]","[2946, 899, 1690, 292, 682, 3500, 684, 307, 308, 438, 711, 216, 731, 348, 733, 249, 2157, 624, 121, 125]",[],[]
1512,"[169, 3723, 869, 2414, 2424, 1558, 3985, 981, 1502, 3514]","[2246, 551, 1319, 3376]",[],"[1313, 1307, 326, 1312, 995, 1682, 3004, 723, 4174, 718, 152, 4388, 2010, 2025, 725, 2652, 38, 118, 4097, 744]","[869, 169, 3723, 2414, 3985, 981, 1558, 2424, 3514, 1502]","[4097, 1682, 152, 1307, 1312, 1313, 4388, 38, 3004, 326, 4174, 718, 723, 725, 2010, 2652, 995, 744, 2025, 118]",[],[]
255,"[2880, 2033, 3937, 2190, 2438, 3144, 1023, 3483, 3533, 723]","[2851, 2847, 1874, 309]",[],"[778, 718, 475, 1435, 509, 926, 338, 309, 3669, 786, 794, 337, 516, 1823, 780, 284, 323, 1219, 420, 789]","[2880, 3937, 2438, 3144, 3533, 2190, 2033, 723, 3483, 1023]","[516, 778, 780, 786, 789, 794, 1435, 284, 926, 1823, 420, 309, 323, 1219, 718, 337, 338, 3669, 475, 509]",[],[]
473,"[2893, 273, 676, 1329, 72, 3729, 4410, 388, 792, 1687]","[1130, 3582, 3421]",[],"[297, 758, 1247, 81, 22, 901, 1987, 14, 2403, 7, 321, 1117, 832, 866, 915, 861, 800, 561, 903, 856]","[388, 676, 72, 2893, 273, 1329, 3729, 1687, 792, 4410]","[901, 903, 7, 14, 915, 22, 800, 297, 561, 832, 321, 1987, 81, 856, 1117, 861, 1247, 866, 2403, 758]",[],[]
1317,"[3115, 2379, 3252, 2388, 869, 3124, 3893, 464, 444, 764]","[180, 1694, 1888]",[],"[492, 167, 184, 676, 495, 176, 185, 402, 962, 966, 191, 180, 673, 965, 271, 181, 489, 272, 1898, 683]","[869, 3115, 2379, 464, 3252, 2388, 3124, 3893, 444, 764]","[271, 272, 402, 673, 676, 167, 683, 176, 180, 181, 184, 185, 191, 962, 965, 966, 489, 1898, 492, 495]",[],[]
835,"[2783, 113, 3845, 4026, 872, 852, 1652, 1726, 1606, 3448]","[341, 1087, 1089, 674, 328, 292, 482]",[],"[328, 673, 783, 292, 341, 1089, 682, 779, 1995, 674, 284, 417, 191, 2085, 2089, 309, 182, 582, 420, 1410]","[3845, 1606, 872, 113, 852, 1652, 3448, 4026, 1726, 2783]","[1410, 779, 783, 284, 673, 674, 417, 292, 2085, 420, 2089, 682, 309, 182, 191, 1089, 582, 328, 1995, 341]",[],[]
14,"[528, 775, 4094, 707, 2779, 3609, 2438, 2440, 1661, 4121]","[399, 410, 406, 402]",[],"[489, 1619, 1338, 274, 3840, 399, 167, 490, 332, 2176, 2681, 655, 589, 3674, 673, 970, 493, 2528, 2717, 2342]","[707, 2438, 775, 2440, 3609, 528, 4121, 2779, 1661, 4094]","[3840, 2176, 655, 399, 274, 2717, 673, 2342, 167, 1338, 970, 332, 589, 1619, 3674, 2528, 489, 490, 493, 2681]",[],[]
912,"[2566, 241, 3877, 4472, 2730, 897, 597, 3398, 1199, 3242]","[3691, 4270, 377]",[],"[377, 4173, 3051, 1206, 4245, 737, 1708, 1833, 376, 935, 1166, 4406, 628, 1899, 2580, 3199, 3198, 1903, 735, 3807]","[897, 3877, 2566, 3398, 2730, 3242, 1199, 241, 597, 4472]","[1166, 2580, 4245, 935, 1833, 1708, 1206, 4406, 4173, 3807, 735, 737, 3051, 1899, 1903, 628, 376, 377, 3198, 3199]",[],[]
708,"[148, 2143, 3062, 1046, 818, 472, 1353, 394, 1953, 684]","[3083, 2430, 828, 1193, 3174, 1897, 3176]",[],"[3174, 309, 1092, 1522, 432, 257, 417, 784, 3083, 93, 1526, 1896, 204, 1722, 86, 685, 337, 98, 2430, 682]","[1953, 1353, 394, 684, 818, 148, 1046, 3062, 472, 2143]","[257, 3083, 784, 417, 682, 685, 432, 309, 1722, 1092, 204, 337, 86, 93, 98, 3174, 1896, 1522, 1526, 2430]",[],[]
1827,"[756, 4024, 3410, 821, 586, 2226, 751, 3836, 1080, 1042]","[2558, 4357, 1315, 457, 1732]",[],"[460, 1730, 481, 1732, 382, 457, 1208, 1726, 1682, 1438, 1315, 1734, 912, 45, 1728, 1735, 1199, 2766, 38, 1437]","[586, 751, 2226, 3410, 756, 821, 1042, 4024, 1080, 3836]","[912, 1682, 1437, 1438, 1315, 38, 45, 1199, 1208, 1726, 1728, 1730, 1732, 1734, 1735, 457, 460, 2766, 481, 382]",[],[]
1082,"[2342, 2291, 3061, 3290, 2741, 352, 2810, 471, 2018, 497]","[570, 249, 345, 164, 167, 3803, 581]",[],"[345, 82, 218, 419, 969, 2822, 570, 151, 411, 1156, 249, 581, 1385, 2740, 1584, 104, 1937, 167, 50, 190]","[352, 2018, 2342, 3290, 497, 2291, 3061, 2741, 471, 2810]","[1156, 2822, 1937, 151, 411, 419, 167, 1584, 50, 2740, 570, 190, 581, 969, 82, 345, 218, 104, 1385, 249]",[],[]
1874,"[144, 727, 1480, 3928, 1370, 1433, 856, 4375, 2363, 4314]","[3185, 1202, 3335, 659, 702, 694, 1751, 701]",[],"[702, 1739, 701, 53, 2034, 2303, 62, 20, 649, 1350, 1247, 391, 658, 437, 57, 379, 47, 641, 707, 37]","[1480, 1370, 144, 3928, 727, 856, 1433, 4314, 2363, 4375]","[641, 391, 649, 658, 20, 37, 47, 53, 437, 57, 701, 702, 62, 707, 1350, 1739, 1247, 2034, 379, 2303]",[],[]
783,"[3045, 559, 3059, 154, 3862, 2912, 2414, 3170, 2920, 1517]","[2488, 1071, 372, 2491, 1914, 4130, 2624]",[],"[3883, 504, 2482, 216, 2757, 2502, 2488, 1071, 2489, 684, 2484, 2276, 2491, 3295, 529, 1914, 2490, 3041, 2135, 1755]","[2912, 3170, 3045, 2920, 1517, 2414, 559, 3059, 3862, 154]","[529, 3883, 684, 1071, 2482, 2484, 2488, 2489, 2490, 2491, 2757, 2502, 2135, 216, 1755, 3295, 3041, 2276, 504, 1914]",[],[]
1415,"[3268, 2724, 1245, 2188, 2687, 2993, 3217, 2624, 3760, 957]","[2647, 3103, 336, 271, 409]",[],"[104, 271, 167, 169, 966, 142, 1449, 582, 171, 287, 292, 400, 230, 95, 1898, 681, 184, 498, 285, 411]","[2624, 3268, 2724, 2188, 3760, 2993, 3217, 1245, 957, 2687]","[142, 271, 400, 411, 285, 287, 292, 167, 169, 1449, 171, 681, 184, 966, 582, 95, 230, 104, 1898, 498]",[],[]
1379,"[4426, 775, 3810, 2364, 2058, 4167, 3846, 3929, 3528, 1403]","[899, 1796, 999, 2342, 792, 2977]",[],"[677, 1796, 682, 420, 118, 308, 910, 1260, 243, 3497, 2710, 784, 2719, 1669, 2342, 1940, 89, 758, 1410, 2157]","[3810, 3846, 4167, 3528, 775, 4426, 2058, 3929, 1403, 2364]","[1410, 1796, 1669, 910, 784, 1940, 2710, 2719, 420, 677, 2342, 3497, 682, 308, 89, 1260, 2157, 243, 118, 758]",[],[]
1594,"[598, 2984, 2810, 1519, 716, 2815, 3611, 2541, 3012, 4413]","[2080, 751, 3619, 385, 1852]",[],"[330, 926, 1056, 1475, 1479, 915, 2842, 1057, 912, 3059, 3532, 274, 153, 3062, 251, 623, 139, 3015, 160, 1845]","[3012, 2984, 716, 2541, 1519, 598, 2810, 3611, 4413, 2815]","[139, 912, 274, 915, 153, 2842, 926, 1056, 1057, 160, 1845, 1475, 1479, 3015, 330, 3532, 623, 3059, 3062, 251]",[],[]
1164,"[1519, 1985, 3670, 2199, 3486, 1324, 2646, 974, 1187, 329]","[2012, 2577, 896, 323, 1106]",[],"[630, 323, 542, 504, 312, 308, 808, 777, 1523, 1237, 446, 734, 511, 939, 1817, 2908, 797, 731, 315, 1873]","[1985, 1187, 329, 1324, 974, 1519, 3670, 2199, 2646, 3486]","[777, 1817, 797, 542, 808, 939, 308, 312, 315, 446, 323, 1873, 1237, 731, 2908, 734, 1523, 630, 504, 511]",[],[]
230,"[771, 1891, 4244, 1458, 1932, 2661, 1153, 900, 4337, 1578]","[1221, 230, 2350, 2713, 975]",[900],"[307, 285, 1260, 2295, 975, 2342, 2475, 2377, 308, 1221, 3238, 784, 1231, 1813, 797, 900, 1690, 337, 1947, 1814]","[1153, 771, 1891, 2661, 1578, 1932, 4337, 1458, 4244]","[784, 1813, 1814, 1690, 1947, 285, 797, 2342, 3238, 2475, 307, 308, 1221, 2377, 975, 1231, 337, 1260, 2295]",[900],[]
50,"[1107, 2624, 696, 3164, 149, 1488, 1285, 4460, 3593, 2338]","[101, 401, 218]",[],"[2681, 279, 185, 164, 281, 181, 582, 311, 232, 82, 218, 962, 151, 274, 1620, 171, 406, 2342, 104, 3671]","[2624, 2338, 1285, 3593, 4460, 1488, 1107, 149, 696, 3164]","[274, 406, 151, 279, 281, 164, 2342, 171, 181, 311, 185, 962, 582, 82, 1620, 3671, 218, 232, 104, 2681]",[],[]
1589,"[4393, 2052, 2871, 4266, 2249, 4179, 4479, 3615, 3736, 1262]","[4374, 388, 811, 258, 369, 2253]",[],"[388, 258, 239, 1131, 252, 1053, 1489, 110, 1284, 544, 453, 2253, 255, 3223, 395, 910, 989, 1062, 2024, 1643]","[2052, 4479, 4393, 4266, 2249, 1262, 4179, 2871, 3736, 3615]","[258, 388, 1284, 395, 910, 3223, 1053, 544, 1062, 453, 2253, 1489, 989, 2024, 1131, 1643, 110, 239, 252, 255]",[],[]
44,"[4271, 222, 3888, 3216, 1933, 3760, 3778, 2206, 2214, 1033]","[967, 966, 582, 676]",[],"[966, 185, 275, 274, 181, 492, 495, 186, 182, 175, 281, 1086, 333, 687, 218, 402, 295, 582, 273, 104]","[3778, 2214, 1033, 1933, 4271, 3888, 3216, 3760, 222, 2206]","[273, 274, 275, 402, 281, 295, 175, 687, 181, 182, 185, 186, 1086, 966, 582, 333, 218, 104, 492, 495]",[],[]
1532,"[3984, 2337, 696, 669, 190, 2777, 4083, 1768, 3018, 505]","[1971, 165, 2956]",[],"[1971, 1476, 1707, 1974, 2237, 393, 1970, 351, 4098, 165, 3936, 440, 543, 2956, 1703, 1292, 1071, 896, 1843, 358]","[2337, 1768, 3018, 3984, 4083, 2777, 696, 505, 669, 190]","[896, 4098, 393, 2956, 1292, 543, 165, 1703, 1707, 1071, 1970, 1971, 1843, 1974, 440, 2237, 1476, 351, 3936, 358]",[],[]
1705,"[1239, 3616, 3400, 4320, 2751, 2018, 394, 928, 4404, 1745]","[3751, 2198, 294]",[],"[1168, 512, 1170, 306, 1873, 276, 319, 1225, 2012, 301, 3751, 1471, 304, 325, 153, 513, 308, 1056, 3350, 501]","[3616, 4320, 2018, 928, 3400, 394, 1745, 4404, 1239, 2751]","[512, 513, 1168, 1170, 276, 3350, 153, 1056, 3751, 301, 304, 306, 308, 319, 1471, 325, 1225, 1873, 2012, 501]",[],[]
1837,"[3410, 3853, 188, 1378, 1852, 2345, 2528, 4451, 4256, 933]","[672, 1308, 1000]",[],"[685, 1995, 1628, 345, 682, 292, 343, 419, 328, 274, 334, 1921, 417, 925, 901, 344, 1053, 672, 415, 1340]","[2528, 4256, 1378, 4451, 933, 1852, 2345, 3853, 3410, 188]","[1921, 901, 274, 925, 1053, 415, 672, 417, 419, 292, 682, 685, 1340, 328, 1995, 334, 343, 344, 345, 1628]",[],[]
716,"[2950, 976, 3862, 1296, 1747, 3858, 3507, 4460, 3758, 149]",[694],[],"[82, 1117, 125, 725, 49, 117, 1418, 334, 718, 1175, 2175, 997, 1902, 906, 336, 44, 1761, 438, 694, 1109]","[2950, 4460, 3758, 1296, 976, 3858, 1747, 3507, 149, 3862]","[1418, 906, 1175, 44, 49, 438, 694, 334, 718, 336, 82, 725, 1109, 1117, 1761, 997, 1902, 117, 125, 2175]",[],[]
1652,"[1342, 1158, 12, 1865, 471, 1340, 1280, 3700, 2132, 1265]","[341, 685, 414]",[1340],"[1393, 495, 402, 65, 1340, 498, 329, 341, 2066, 1385, 176, 489, 676, 345, 1995, 333, 581, 184, 182, 958]","[1280, 1158, 1865, 12, 1265, 3700, 2132, 471, 1342]","[402, 2066, 676, 176, 182, 184, 958, 65, 581, 329, 1995, 333, 341, 345, 1385, 489, 495, 1393, 498]",[],[1340]
31,"[3970, 707, 1762, 4, 2527, 2616, 3354, 217, 202, 2854]","[755, 439, 763, 49]",[],"[392, 1921, 717, 384, 116, 2428, 2003, 437, 1284, 1489, 1556, 386, 1691, 1065, 710, 624, 2853, 1272, 545, 49]","[3970, 707, 1762, 4, 2854, 202, 2616, 217, 3354, 2527]","[384, 1921, 386, 1284, 392, 1556, 1691, 545, 2853, 1065, 49, 437, 710, 717, 1489, 2003, 624, 116, 1272, 2428]",[],[]
1499,"[2354, 880, 3314, 1020, 1553, 1744, 4131, 852, 1242, 4322]","[425, 1888, 2089, 1489, 685]",[],"[682, 249, 104, 2108, 283, 997, 1813, 329, 284, 685, 344, 419, 1956, 1422, 430, 1425, 2104, 1995, 1418, 182]","[4322, 4131, 880, 1553, 2354, 3314, 1744, 852, 1242, 1020]","[1418, 1422, 1425, 1813, 283, 284, 419, 1956, 682, 685, 430, 182, 2104, 2108, 329, 1995, 344, 997, 104, 249]",[],[]
105,"[4449, 3412, 4456, 4153, 4102, 1431, 563, 1360, 3555, 1768]","[1393, 1790, 1259]",[],"[1259, 1393, 2640, 2627, 2855, 227, 3025, 1405, 3026, 2066, 218, 1388, 3913, 959, 673, 237, 223, 210, 2857, 224]","[4449, 3555, 4102, 4456, 1768, 1360, 563, 3412, 1431, 4153]","[2066, 673, 2855, 2857, 959, 2627, 3913, 2640, 3025, 3026, 210, 218, 223, 224, 227, 1259, 1388, 237, 1393, 1405]",[],[]
629,"[2954, 2742, 447, 1587, 3306, 3285, 793, 2793, 3172, 3685]","[2179, 1012, 1297, 3915, 843, 839]",[],"[530, 847, 890, 845, 2179, 8, 2665, 1324, 843, 532, 19, 2531, 1015, 515, 2158, 3, 612, 833, 839, 1881]","[3172, 3685, 2793, 2954, 3306, 1587, 3285, 2742, 793, 447]","[515, 3, 2179, 8, 530, 19, 532, 1324, 833, 839, 843, 845, 847, 1881, 2531, 612, 2665, 2158, 1015, 890]",[],[]
182,"[1757, 3218, 2553, 2507, 2997, 2295, 1386, 794, 2238, 1998]","[2399, 1667, 1672, 2400, 2397]",[],"[533, 1667, 3736, 1676, 2272, 1013, 4300, 1665, 620, 475, 395, 1771, 1434, 623, 1663, 476, 4245, 847, 509, 207]","[1386, 2507, 1998, 3218, 2997, 2295, 2553, 794, 1757, 2238]","[1665, 1667, 395, 1676, 533, 4245, 3736, 1434, 4300, 847, 207, 475, 476, 2272, 1771, 620, 623, 1013, 509, 1663]",[],[]
1014,"[2811, 3792, 2566, 3202, 2798, 2058, 2772, 109, 3013, 3371]",[176],[],"[911, 168, 1040, 581, 570, 188, 176, 281, 295, 180, 190, 142, 162, 1385, 201, 65, 687, 1393, 82, 2648]","[3202, 3013, 2566, 2058, 3371, 109, 2798, 3792, 2772, 2811]","[142, 911, 1040, 281, 162, 295, 168, 687, 176, 180, 570, 188, 190, 65, 581, 201, 82, 2648, 1385, 1393]",[],[]
388,"[3411, 4176, 2893, 2066, 1597, 2238, 2430, 4289, 2755, 1498]","[402, 335, 181]",[],"[329, 489, 1628, 402, 498, 582, 181, 65, 1995, 941, 167, 1393, 495, 1345, 342, 1385, 296, 184, 333, 274]","[4289, 2755, 2893, 4176, 2066, 3411, 1498, 2238, 1597, 2430]","[402, 274, 167, 296, 941, 181, 184, 65, 1345, 582, 329, 1995, 333, 342, 1628, 489, 1385, 495, 1393, 498]",[],[]
391,"[1615, 3775, 749, 1530, 1441, 2482, 1967, 4467, 4463, 2832]","[1065, 119, 577, 3364, 246, 1281]",[],"[126, 119, 819, 910, 109, 253, 246, 2253, 826, 1064, 2238, 1489, 257, 114, 127, 440, 258, 1645, 909, 108]","[1441, 749, 4463, 1967, 1615, 2482, 4467, 2832, 1530, 3775]","[257, 258, 909, 910, 1064, 819, 440, 826, 2238, 2253, 1489, 108, 109, 1645, 114, 246, 119, 253, 126, 127]",[],[]
644,"[3050, 1772, 3887, 3354, 2923, 3968, 2741, 3448, 4209, 2503]","[645, 1862, 3368, 3795, 3666, 1197]",[],"[453, 570, 1929, 190, 101, 271, 439, 1481, 64, 646, 827, 3085, 367, 4184, 930, 1349, 636, 3506, 3508, 1609]","[3968, 2503, 3050, 2923, 1772, 3887, 4209, 2741, 3448, 3354]","[646, 1929, 3085, 271, 930, 3506, 3508, 439, 570, 827, 190, 64, 453, 1349, 1481, 1609, 4184, 101, 367, 636]",[],[]
338,"[4432, 3641, 245, 3115, 1176, 1201, 445, 35, 268, 4331]",[1620],[],"[467, 2792, 1257, 2789, 3161, 367, 745, 4341, 1378, 3165, 3189, 2357, 2265, 1586, 1105, 2791, 3204, 629, 1433, 2790]","[35, 3115, 268, 4331, 4432, 1201, 245, 1176, 3641, 445]","[3204, 1433, 1586, 2357, 1105, 467, 3161, 2265, 3165, 1378, 2789, 2790, 2791, 2792, 1257, 745, 367, 4341, 3189, 629]",[],[]
573,"[4004, 3633, 3243, 841, 2110, 3507, 2329, 4026, 2348, 3974]","[188, 133, 2061]",[],"[164, 162, 188, 3328, 1385, 149, 48, 135, 174, 133, 293, 2685, 175, 168, 2061, 2670, 1393, 676, 4197, 176]","[4004, 3974, 841, 3243, 2348, 3633, 3507, 2329, 4026, 2110]","[3328, 133, 135, 2061, 149, 162, 164, 293, 676, 168, 174, 175, 48, 176, 188, 4197, 1385, 2670, 1393, 2685]",[],[]
525,"[1199, 1896, 3479, 3508, 2392, 3702, 3343, 2996, 4111, 1221]","[2933, 454, 1582, 201, 435, 3081, 1577]",[],"[966, 1582, 1579, 1577, 201, 2933, 2206, 1591, 2213, 1594, 2207, 955, 981, 2215, 1587, 1589, 1600, 3081, 1102, 2214]","[1221, 1896, 4111, 3343, 1199, 3508, 2996, 3702, 3479, 2392]","[3081, 2206, 2207, 2213, 2214, 2215, 1577, 1579, 1582, 1587, 1589, 1591, 1594, 955, 1600, 966, 201, 1102, 981, 2933]",[],[]
1880,"[3599, 2127, 1897, 3378, 2845, 1152, 3864, 2694, 403, 1512]","[587, 975]",[],"[218, 176, 333, 167, 676, 168, 966, 174, 180, 281, 65, 164, 104, 271, 827, 1340, 190, 687, 498, 1628]","[1152, 2694, 1512, 1897, 2127, 3599, 3378, 403, 3864, 2845]","[271, 281, 164, 676, 167, 168, 174, 687, 176, 180, 827, 1340, 190, 65, 966, 333, 218, 1628, 104, 498]",[],[]
526,"[2815, 3259, 2843, 121, 3737, 3198, 1139, 3106, 2237, 3385]","[350, 448, 204, 3431, 2634, 1903, 3696, 1308, 3698, 935]",[],"[350, 351, 1833, 1067, 440, 3698, 1816, 4298, 358, 3859, 356, 2581, 1903, 364, 346, 1843, 930, 136, 3860, 628]","[2843, 121, 3106, 3737, 1139, 3385, 3259, 2237, 3198, 2815]","[136, 3859, 3860, 2581, 1816, 930, 1833, 1067, 1843, 440, 4298, 346, 350, 351, 356, 358, 364, 1903, 3698, 628]",[],[]
586,"[1727, 215, 2902, 3177, 3279, 1782, 3446, 1744, 3404, 3031]","[1921, 1338, 337]",[],"[1629, 1393, 582, 181, 336, 175, 581, 296, 676, 673, 827, 271, 343, 180, 184, 65, 1040, 188, 174, 218]","[3177, 3404, 3279, 1744, 2902, 3031, 1782, 3446, 215, 1727]","[271, 1040, 673, 676, 296, 174, 175, 180, 181, 184, 827, 188, 65, 581, 582, 336, 343, 218, 1629, 1393]",[],[]
601,"[2348, 752, 2756, 3503, 833, 1999, 4398, 1790, 512, 2119]","[1643, 2356, 695, 2421, 3820, 384]",[],"[467, 2025, 1643, 3820, 88, 2356, 45, 460, 1199, 384, 1141, 3192, 2443, 3387, 1065, 3824, 2510, 252, 239, 695]","[512, 833, 2756, 2119, 2348, 4398, 3503, 752, 1999, 1790]","[384, 2443, 1065, 45, 1199, 2356, 695, 3387, 460, 2510, 467, 88, 2025, 1643, 3820, 239, 3824, 1141, 3192, 252]",[],[]
43,"[471, 3628, 4341, 3277, 1615, 754, 1022, 4228, 2010, 2503]","[274, 961, 958, 167, 963]",[],"[281, 188, 1340, 180, 167, 333, 587, 274, 495, 489, 673, 191, 272, 1648, 1898, 1056, 182, 176, 961, 963]","[4228, 2503, 3628, 3277, 1615, 754, 4341, 471, 2010, 1022]","[272, 274, 281, 1056, 673, 167, 176, 180, 182, 188, 1340, 191, 961, 963, 587, 333, 489, 1898, 495, 1648]",[],[]
726,"[3919, 2302, 85, 466, 1134, 2696, 2413, 2902, 1077, 1138]","[184, 587, 181, 274, 180, 681]",[],"[676, 180, 1340, 181, 959, 272, 333, 966, 492, 961, 957, 274, 589, 489, 187, 2740, 191, 171, 960, 184]","[2696, 2413, 1134, 3919, 466, 1138, 85, 2902, 1077, 2302]","[272, 274, 676, 171, 180, 181, 2740, 184, 187, 1340, 957, 959, 960, 961, 191, 966, 333, 589, 489, 492]",[],[]
425,"[3099, 4329, 2728, 4109, 1660, 2076, 4119, 1122, 2167, 3056]","[2909, 341, 402]",[],"[1895, 2609, 274, 341, 1646, 402, 2573, 2611, 498, 3908, 432, 825, 256, 1648, 163, 680, 3175, 942, 2070, 2101]","[1660, 1122, 2728, 4329, 4109, 3056, 4119, 2167, 3099, 2076]","[256, 2573, 274, 402, 2070, 163, 680, 942, 432, 2609, 2611, 2101, 825, 3908, 341, 1895, 3175, 1646, 1648, 498]",[],[]
634,"[3560, 709, 2077, 1988, 652, 2363, 673, 1767, 557, 2627]","[171, 272, 415]",[673],"[681, 1340, 171, 498, 672, 682, 182, 1648, 341, 167, 685, 283, 1382, 683, 417, 178, 673, 292, 2613, 402]","[2627, 1988, 709, 1767, 3560, 652, 557, 2363, 2077]","[402, 283, 672, 417, 292, 167, 681, 682, 171, 683, 685, 178, 2613, 182, 1340, 341, 1382, 1648, 498]",[673],[]
1321,"[2537, 3887, 2685, 3947, 418, 3641, 1530, 3598, 3428, 1870]","[610, 706, 1983]",[],"[673, 334, 341, 1995, 685, 498, 1644, 827, 274, 328, 335, 65, 402, 960, 672, 1393, 682, 269, 962, 242]","[418, 3428, 2537, 3947, 3598, 3887, 1870, 3641, 1530, 2685]","[269, 274, 402, 672, 673, 682, 685, 827, 960, 65, 962, 328, 1995, 334, 335, 341, 1644, 1393, 498, 242]",[],[]
1590,"[1334, 2253, 1774, 3410, 4098, 283, 1450, 3291, 2324, 2530]","[3020, 1805, 3932, 761, 345, 262, 2848, 1056]",[],"[910, 1385, 345, 1422, 344, 1995, 87, 420, 901, 241, 1628, 624, 717, 962, 718, 1921, 245, 1056, 45, 1647]","[4098, 2530, 1450, 2253, 1774, 283, 3410, 2324, 1334, 3291]","[1921, 901, 910, 1422, 1056, 420, 45, 962, 1995, 717, 718, 87, 344, 345, 1628, 1385, 1647, 624, 241, 245]",[],[]
516,"[4335, 3448, 1054, 3506, 1606, 2921, 3719, 2569, 2409, 4390]",[2843],[],"[2848, 1446, 2327, 1737, 2843, 4379, 4380, 1795, 2330, 480, 718, 513, 475, 3469, 2849, 926, 2646, 1442, 3061, 1444]","[4390, 1606, 3719, 2921, 2569, 2409, 4335, 3506, 3448, 1054]","[513, 1795, 3469, 2327, 2330, 2843, 4379, 4380, 926, 2848, 2849, 1442, 1444, 1446, 1737, 718, 2646, 475, 480, 3061]",[],[]
705,"[528, 4389, 1925, 4347, 3468, 3143, 534, 2264, 1042, 211]","[676, 272, 681, 186, 98]",[],"[963, 681, 676, 186, 672, 587, 180, 167, 342, 3539, 164, 181, 274, 957, 3646, 330, 188, 185, 171, 1450]","[4389, 1925, 3143, 3468, 528, 1042, 211, 534, 2264, 4347]","[274, 672, 164, 676, 167, 681, 1450, 171, 180, 181, 185, 186, 188, 957, 3646, 963, 330, 587, 3539, 342]",[],[]
1446,"[3206, 4243, 1072, 3290, 2563, 4260, 3984, 3578, 2667, 1564]","[1193, 2125, 2128, 321]",[],"[321, 1247, 2853, 547, 1111, 5, 313, 856, 13, 2139, 90, 3050, 1981, 3926, 2931, 2129, 3116, 541, 22, 803]","[2563, 4260, 3206, 3290, 2667, 1072, 3984, 4243, 3578, 1564]","[5, 13, 22, 541, 547, 803, 2853, 3116, 313, 1981, 321, 2129, 3926, 1111, 856, 90, 2139, 1247, 3050, 2931]",[],[]
1260,"[4305, 644, 2430, 2801, 4339, 3481, 2337, 1017, 3587, 3192]","[4231, 297, 3468, 846, 1981, 800, 1726, 1315]",[],"[698, 20, 846, 861, 2193, 857, 6, 852, 5, 22, 35, 871, 2014, 321, 2303, 81, 3423, 26, 862, 858]","[2337, 3587, 644, 2801, 4305, 4339, 3192, 3481, 1017, 2430]","[5, 6, 2193, 20, 22, 26, 35, 698, 321, 846, 81, 852, 857, 858, 861, 2014, 862, 3423, 871, 2303]",[],[]
1608,"[281, 4091, 1025, 3770, 1363, 3486, 404, 2839, 2801, 1467]","[197, 1934, 230, 1231, 723, 4251, 191]",[],"[683, 682, 436, 685, 787, 2753, 1231, 796, 2089, 197, 271, 1143, 1382, 1814, 1685, 3260, 2070, 778, 163, 1147]","[1025, 4091, 2801, 1363, 404, 2839, 281, 3770, 1467, 3486]","[778, 271, 787, 1685, 1814, 2070, 796, 163, 2089, 682, 683, 685, 436, 3260, 2753, 197, 1231, 1382, 1143, 1147]",[],[]
1401,"[3378, 707, 2292, 3535, 1667, 1760, 3680, 830, 3786, 3924]","[271, 976]",[],"[271, 186, 587, 282, 275, 274, 489, 941, 272, 942, 292, 182, 582, 1648, 181, 188, 952, 171, 167, 961]","[1760, 3680, 707, 1667, 3786, 3535, 3378, 2292, 3924, 830]","[271, 272, 274, 275, 282, 292, 167, 171, 941, 942, 181, 182, 952, 186, 188, 961, 582, 587, 489, 1648]",[],[]
1546,"[2438, 4093, 2750, 3509, 3072, 2951, 783, 2545, 1532, 1049]","[3379, 3941, 540, 1161, 2157]",[],"[540, 731, 1523, 80, 1522, 323, 348, 1236, 1189, 532, 1306, 892, 269, 102, 1221, 1070, 1161, 610, 1785, 736]","[3072, 2438, 2951, 783, 2545, 3509, 1049, 1532, 4093, 2750]","[1161, 269, 532, 1306, 540, 1189, 1070, 323, 1221, 80, 1236, 731, 348, 736, 610, 102, 1522, 1523, 1785, 892]",[],[]
1152,"[1971, 1667, 1768, 287, 1249, 80, 2182, 428, 2606, 3984]","[680, 2763, 2610, 2746, 1143, 683, 2761]",[],"[591, 309, 892, 1522, 884, 596, 1520, 504, 2748, 438, 2430, 529, 337, 2582, 1071, 2502, 444, 431, 417, 2746]","[1249, 1667, 2182, 1768, 428, 2606, 80, 3984, 1971, 287]","[529, 2582, 417, 431, 1071, 309, 438, 2746, 444, 2748, 2502, 591, 337, 596, 1520, 1522, 884, 504, 892, 2430]",[],[]
1049,"[1046, 1575, 818, 3894, 1353, 1337, 2256, 140, 148, 968]","[2618, 1603, 4368, 106]",[],"[553, 1014, 101, 649, 1634, 733, 546, 2154, 710, 1247, 2034, 636, 370, 563, 557, 701, 1603, 560, 1109, 542]","[1575, 968, 1353, 140, 2256, 818, 148, 3894, 1046, 1337]","[649, 542, 546, 553, 557, 560, 563, 701, 1603, 710, 1109, 733, 1247, 1634, 101, 2154, 2034, 370, 1014, 636]",[],[]
